Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
2500,1.4199005,0.00029996253,0.37164152,0.3974576271186441,0.3974576271186441,40.53813559322034,0.060075916,0.24739213
5000,1.3946115,0.00029988753,0.7485507,0.8788881535407015,0.8788881535407015,32.25810721376572,0.015004552,0.24740045
7500,1.3918062,0.00029981256,0.84795135,0.9388489208633094,0.9388489208633094,21.41591726618705,0.009462029,0.2476595
10000,1.410966,0.0002997375,0.8327693,0.930784708249497,0.930784708249497,18.227364185110662,0.009992393,0.247053
12500,1.4185,0.00029966256,0.8934982,0.947708743323025,0.947708743323025,13.661231374754006,0.009690009,0.2477661
15000,1.4279337,0.00029958753,0.90685415,0.951491569390402,0.951491569390402,11.94993514915694,0.008568605,0.2550448
17500,1.4673967,0.00029951253,0.5007978,0.8636911942098915,0.8636911942098915,41.47768395657418,0.004215143,0.25434726
20000,1.5022423,0.00029943752,0.7226843,0.8107202680067002,0.8107202680067002,25.735762144053602,0.012562377,0.24673918
22500,1.5116894,0.00029936252,0.88033825,0.9355361192095886,0.9355361192095886,15.191771946873988,0.0079026725,0.24225132
25000,1.5430188,0.00029928752,0.8703802,0.9135661133371494,0.9135661133371494,13.241843159702347,0.0109218145,0.24619998
27500,1.5726523,0.00029921252,0.8271233,0.8956356736242884,0.8956356736242884,14.798228969006958,0.011651618,0.25106624
30000,1.5993508,0.00029913752,0.81384337,0.8516542155816436,0.8516542155816436,12.32043756670224,0.018435488,0.2477763
32500,1.6173733,0.00029906255,0.8485706,0.9035518336702282,0.9035518336702282,13.227837135431706,0.012340699,0.24722596
35000,1.6227646,0.00029898752,0.9193808,0.9703196347031964,0.9703196347031964,11.807711821410452,0.0074789724,0.2459043
37500,1.6192356,0.00029891255,0.9441826,0.9826839826839827,0.9826839826839827,9.81017316017316,0.004543094,0.24508095
40000,1.6221238,0.00029883752,0.92588824,0.9617131732641142,0.9617131732641142,9.798182998053212,0.0071480083,0.24494584
42500,1.6264924,0.00029876255,0.9375296,0.9774754683318466,0.9774754683318466,10.134032114183764,0.0054110945,0.24647085
45000,1.6368582,0.00029868752,0.9236999,0.9674015009380863,0.9674015009380863,10.681519699812382,0.005930646,0.24508876
47500,1.6697035,0.00029861252,0.865499,0.9081577525661805,0.9081577525661805,12.465424095083739,0.014798796,0.2435893
50000,1.7133838,0.00029853755,0.8933318,0.9301446051167964,0.9301446051167964,10.105228031145717,0.0132914055,0.24124414
52500,1.7314059,0.00029846255,0.93288463,0.9704569606801275,0.9704569606801275,9.616578108395323,0.0062659644,0.24438109
55000,1.7652606,0.00029838752,0.9445747,0.9812850904553961,0.9812850904553961,9.379912663755459,0.0044709,0.23719162
57500,1.7929338,0.00029831255,0.95024383,0.9894913829340058,0.9894913829340058,9.492223623371164,0.0027174014,0.24123566
60000,1.801737,0.00029823752,0.9554019,0.9909602249899558,0.9909602249899558,9.016472478907192,0.0028047708,0.24807385
62500,1.8171031,0.00029816254,0.95145744,0.9885410272150603,0.9885410272150603,9.220994475138122,0.0035124538,0.23980701
65000,1.8361446,0.00029808754,0.95023304,0.9859416994004548,0.9859416994004548,9.320653297498449,0.0072138202,0.24279964
67500,1.8587023,0.0002980125,0.90337545,0.9859894921190894,0.9859894921190894,13.505837711617046,0.0050077094,0.2513563
70000,1.8968008,0.00029793754,0.9501977,0.9870980954331353,0.9870980954331353,9.228957608027851,0.00397033,0.24257037
72500,1.8919718,0.00029786254,0.93566304,0.970551114850652,0.970551114850652,9.494530921329407,0.008883464,0.2414964
75000,1.8680922,0.0002977875,0.92407954,0.9602677607428202,0.9602677607428202,9.782984236665946,0.009238469,0.24471925
77500,1.8906513,0.0002977125,0.90505934,0.9414978374687002,0.9414978374687002,10.2961529706351,0.013233209,0.24300972
80000,1.9181771,0.0002976375,0.91434216,0.9524020367500553,0.9524020367500553,10.098073942882444,0.010434627,0.2442773
82500,1.9551898,0.00029756254,0.9357339,0.9729026663776285,0.9729026663776285,9.82484283546499,0.00791443,0.2438091
85000,1.9836373,0.00029748754,0.9254968,0.9619087484303056,0.9619087484303056,9.437212222687316,0.010985725,0.24220295
87500,2.0128384,0.00029741254,0.8971278,0.9359029883066262,0.9359029883066262,9.815721091381551,0.017641757,0.2405394
90000,2.0503054,0.00029733754,0.93426704,0.9694415173867229,0.9694415173867229,9.516332982086407,0.005897534,0.24119732
92500,2.0564191,0.00029726254,0.947947,0.9849329205366357,0.9849329205366357,9.297420020639835,0.00439903,0.23964867
95000,2.0659585,0.0002971875,0.92618084,0.9589597724502235,0.9589597724502235,9.12880942706217,0.010270671,0.2401495
97500,2.060231,0.0002971125,0.92898804,0.964828303850156,0.964828303850156,9.395213319458897,0.0072016716,0.24102883
100000,2.0829918,0.0002970375,0.9445604,0.9812014711892113,0.9812014711892113,9.196362893338781,0.004941017,0.24167871
