Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
220001,0.26241246,9.5700045e-05,5.788232,-1.4442043,273.4120874243267,0.009628135114079499,273.4120865886936,40.69491525423729,2520.9937,0.14277886,0.011396109,0.02145372
230000,0.2707814,9.550005e-05,6.837414,-1.726984,268.4515543925404,0.01034285516334226,268.451554813738,40.802575107296136,2406.6487,0.1438256,0.012151892,0.02135187
240002,0.26072457,9.530004e-05,7.561166,-1.6927676,276.3047625997792,0.009679314121097812,276.30476128889813,41.30869565217391,2442.1902,0.13871098,0.01141589,0.018687453
250000,0.25914922,9.510004e-05,9.179524,-1.9705209,268.9884802748115,0.008461398291764418,268.98848152502535,41.268398268398265,2287.7527,0.1458513,0.009540447,0.01756602
260001,0.24797578,9.490005e-05,11.339532,-2.03442,278.35309000218166,0.0076575328031198145,278.3530919426933,40.795744680851065,2408.2883,0.13808157,0.009306901,0.018506136
270002,0.24840626,9.470002e-05,12.442399,-2.0469766,270.8843174638419,0.009266610409871772,270.88431859954164,41.025862068965516,2199.956,0.1353052,0.011287404,0.016278947
280002,0.23982434,9.4500014e-05,15.01076,-2.2127557,274.1377244837144,0.0081644271023008,274.13772473731586,40.18487394957983,2239.4436,0.13760296,0.0094022965,0.019627543
290001,0.22799185,9.4300034e-05,17.711784,-2.7089005,275.5898518244425,0.006222542303051645,275.58985206789026,39.358333333333334,2248.7734,0.13775942,0.007763388,0.019350661
300000,0.24534526,9.410005e-05,17.75099,-2.8024614,279.2218671249131,0.007265277231068713,279.2218654358412,40.394067796610166,2161.7163,0.13744807,0.008764592,0.0195772
310001,0.23782153,9.390004e-05,20.207907,-2.7057917,276.36890978041527,0.007146260391967178,276.3689075100904,39.72199170124481,2111.8481,0.13771048,0.009402931,0.020658845
320001,0.20877144,9.370004e-05,22.485973,-2.8414304,275.1781155395508,0.0070207481144461785,275.17811656229196,41.325,2293.626,0.13343503,0.008606781,0.016521273
330001,0.1764198,9.3500035e-05,26.411257,-2.8493469,278.1503692265798,0.009370907521172917,278.1503709725286,42.0414201183432,2730.5024,0.14046152,0.007186526,0.012396868
340000,0.17054185,9.330005e-05,28.340954,-2.6552746,286.59185623433547,0.007271733161901808,286.59185737853795,40.98843930635838,2781.966,0.13669111,0.006382356,0.013316418
350002,0.16430445,9.310004e-05,30.270796,-2.6280382,277.0167830392216,0.007195028606566779,277.0167839489459,39.8876404494382,2701.4104,0.13726158,0.006448218,0.014273882
360000,0.16955917,9.290003e-05,30.019777,-2.6027162,279.08383217947824,0.0077375890966504815,279.08383125577654,40.94857142857143,2673.315,0.14243302,0.00659998,0.013724682
370001,0.17872544,9.270005e-05,28.702728,-2.236323,277.2716328264719,0.007951153611977506,277.27163606406333,42.44578313253012,2576.5925,0.14355327,0.007154838,0.013855654
380000,0.17390637,9.250006e-05,29.319372,-2.1159158,278.4259857883343,0.008992468469878497,278.42598466428717,41.445086705202314,2550.6611,0.13821103,0.0076028155,0.02035832
390000,0.16362734,9.2300055e-05,31.706402,-2.1999905,280.49707332977465,0.008003766422217848,280.49707637521004,40.31073446327684,2573.6707,0.13258228,0.0073602768,0.014837471
400000,0.1766713,9.2100054e-05,31.138287,-2.0234952,280.29421085050734,0.007129113203257151,280.29421247404883,40.810344827586206,2498.791,0.14214748,0.0064532026,0.035097323
410000,0.19041006,9.190006e-05,31.814636,-1.9177871,284.46608944596915,0.008045511865512008,284.46608917496496,41.160919540229884,2468.7783,0.13446562,0.0072802566,0.025576657
420001,0.1828474,9.170006e-05,34.252098,-1.6196371,281.611375819615,0.0068182087722899656,281.6113725258197,40.502857142857145,2465.5562,0.14101005,0.0066997027,0.024720201
430000,0.18622293,9.150004e-05,36.772526,-1.5608177,285.91134592692055,0.006862434918164379,285.9113468051785,39.37222222222222,2442.3208,0.14338237,0.006377861,0.021632522
440000,0.23172402,9.130006e-05,34.89335,-1.3301327,282.7369649602079,0.007666966431618978,282.73696278609424,40.91954022988506,2419.1616,0.13586655,0.007561161,0.03680417
450001,0.18692607,9.110005e-05,38.238728,-1.2411127,282.77765065973455,0.006693516839401458,282.77765000738543,40.74431818181818,2366.1294,0.13848637,0.0065335743,0.018030554
460002,0.18775144,9.090003e-05,39.257423,-1.0467077,281.4612246107781,0.0074044431147604495,281.46122575212996,40.7183908045977,2341.758,0.14334044,0.0065428102,0.016976416
470000,0.17277238,9.0700036e-05,43.02185,-0.9798613,282.1206786766481,0.0072948444246188895,282.12067939734527,39.79775280898876,2354.9653,0.14341463,0.0064420635,0.012793668
480001,0.21474208,9.050005e-05,40.342613,-0.79516536,283.1177905308718,0.006814655546378882,283.1177909557702,41.127167630057805,2261.009,0.13753645,0.0068588993,0.017005727
490000,0.2482916,9.0300055e-05,41.279797,-0.7350855,285.8050290688701,0.0072235651836120365,285.80503056078464,40.87931034482759,2255.8054,0.14089665,0.0072280075,0.018751524
500001,0.23341289,9.010006e-05,42.488537,-0.61454725,274.86651177241885,0.006687286983634849,274.86651379953344,40.9367816091954,2186.9146,0.14228827,0.006601798,0.017127823
510000,0.17100982,8.990005e-05,48.138317,-0.7201098,278.654213344029,0.007797674009177301,278.65421182921955,40.42857142857143,2222.1392,0.13841857,0.0072933286,0.014234433
520000,0.17160685,8.9700065e-05,48.116116,-0.691113,285.0730253010127,0.00839352814313778,285.07302446237014,41.28901734104046,2213.0513,0.1344568,0.0071216617,0.01565015
530000,0.20260464,8.950006e-05,47.95657,-0.53929126,282.86401653289795,0.007754635149798229,282.86401555128396,40.53409090909091,2139.597,0.14491159,0.0072752954,0.017159138
540001,0.21924146,8.9300054e-05,49.729836,-0.5654637,281.11185149284404,0.0071562434787372665,281.11185267904386,39.7909604519774,2098.302,0.13803217,0.007020975,0.01578964
550000,0.24000101,8.910005e-05,47.921772,-0.41948044,284.63666463452716,0.008512992596627364,284.6366654074816,41.372093023255815,2069.5247,0.14056438,0.00800341,0.015643058
560000,0.1696219,8.890006e-05,49.82116,-0.44743732,285.5878978959666,0.008012207420292817,285.5878986775775,41.32214765100671,2305.9985,0.14461048,0.0067886026,0.013510222
570001,0.21039769,8.870006e-05,45.695797,-0.29295045,282.85779532739673,0.007681928530643236,282.85779578832245,40.09322033898305,2933.479,0.14092816,0.005403156,0.011295587
580002,0.19320375,8.850003e-05,48.288513,-0.32020408,270.637251753148,0.0078067517521359575,270.63725162303547,38.51219512195122,2910.366,0.13227572,0.005337507,0.009454807
590002,0.16958264,8.8300025e-05,50.839447,-0.10241031,278.5414746393923,0.006933403399879815,278.5414747229365,38.27049180327869,2912.7202,0.13845156,0.0044190423,0.009280452
600000,0.1460779,8.810004e-05,53.121872,-0.12573212,280.812825295233,0.006458333274725104,280.81282199877165,38.5,2905.5688,0.14241882,0.004321482,0.009406747
610000,0.16730113,8.7900065e-05,52.333347,-0.0039195735,282.08676806363195,0.007474700538326086,282.08676706894863,38.752066115702476,2889.6792,0.14121805,0.0048912494,0.008507281
620000,0.15804239,8.7700064e-05,52.104725,0.07584938,281.4753170983266,0.008228613991069339,281.4753181256228,39.88135593220339,2858.352,0.13997394,0.0050733695,0.009617678
630000,0.14873794,8.750006e-05,53.06269,-0.14131932,289.17548778139314,0.008079617631477144,289.17548918023965,40.83620689655172,2901.0127,0.14039193,0.004467821,0.012002961
640000,0.20280538,8.730006e-05,50.388916,-0.21181995,291.70277391516646,0.006694780701123502,291.70277439057827,41.08695652173913,2825.4072,0.14084455,0.004178667,0.009391207
650001,0.18465763,8.710005e-05,51.22885,-0.27057973,290.07767344787055,0.0069559030914761585,290.07767420097264,42.0353982300885,2841.2297,0.14022528,0.0042777066,0.0080411965
660000,0.23120408,8.690006e-05,48.935177,-0.22150859,285.53977567655545,0.009158758625916735,285.5397751411876,42.765765765765764,2791.883,0.14067273,0.004909046,0.008784018
670001,0.2386089,8.670006e-05,52.883972,-0.15131992,284.9943654290561,0.007187594068517652,284.9943665217865,40.508620689655174,2806.1167,0.13464655,0.004360012,0.0103196995
680002,0.26931414,8.650004e-05,53.921494,-0.10796381,284.879819615682,0.006302177277393639,284.8798224920407,39.666666666666664,2762.4497,0.14255774,0.0042793998,0.00931312
690000,0.33099127,8.6300046e-05,52.587242,-0.18916313,290.1597656510834,0.007413139278228339,290.15976571934857,39.957264957264954,2753.233,0.14028928,0.0040719537,0.010489133
700000,0.43013546,8.6100066e-05,51.847073,-0.38175702,288.63348067008843,0.00627361141812151,288.633481296758,40.16101694915254,2736.7124,0.13745305,0.0045594177,0.011515831
710001,0.5777556,8.590006e-05,43.460274,-0.38457388,285.811484336853,0.007036035437825679,285.8114846927735,41.635416666666664,2948.213,0.14170158,0.004426929,0.014465734
720000,0.79324406,8.5700056e-05,26.486292,-0.27712002,282.21590076793325,0.008955386107448827,282.2158965137872,42.654545454545456,3633.3857,0.14567542,0.0038477937,0.009195069
730002,0.7757908,8.550005e-05,26.245453,-0.14380285,281.0776137012546,0.009280860461531428,281.07761176157805,39.932203389830505,3591.0474,0.14592348,0.0058248914,0.013823306
740000,0.6983456,8.530005e-05,23.455374,-0.22657442,277.19892101287843,0.009041505254572257,277.1989257433762,39.18333333333333,3572.8042,0.1376441,0.00586029,0.009069276
750000,0.7048579,8.510007e-05,6.706964,-0.18243407,288.1142056372858,0.0100481100530634,288.11419916321194,39.87096774193548,3906.3706,0.13986996,0.005245644,0.0072529996
760000,0.7395378,8.490007e-05,-14.572966,-0.03632536,None,None,None,None,4386.3213,0.13960873,0.0017991938,0.00017000621
770000,0.702457,8.470007e-05,-19.07791,-0.01593828,None,None,None,None,4359.9688,0.14095387,0.0012582958,0.0029241077
780000,0.6849012,8.450007e-05,-22.918966,-0.0020052784,None,None,None,None,4326.8247,0.13527405,0.00054373796,7.453271e-05
790001,0.6740292,8.430006e-05,-26.471724,-0.0015743397,None,None,None,None,4303.7524,0.13669679,0.00018962899,2.5752888e-05
800000,0.66811085,8.410006e-05,-29.982466,-0.0027933645,None,None,None,None,4281.7476,0.13537714,0.00030218193,6.015371e-06
810002,0.6616738,8.390004e-05,-33.38248,-0.002173517,None,None,None,None,4259.3257,0.13656351,0.00019302775,2.011646e-06
820000,0.66163254,8.370005e-05,-36.33953,-0.0019179925,None,None,None,None,4237.16,0.13686916,0.00037993287,1.723942e-06
830002,0.66102105,8.3500054e-05,-39.837772,-0.0013370556,None,None,None,None,4214.7686,0.13819785,0.00022977436,1.5876335e-06
840001,0.66865,8.330004e-05,-42.942352,-4.0425297e-05,None,None,None,None,4195.5283,0.1336186,0.00085628836,0.00089990115
850001,0.6729662,8.310004e-05,-47.18919,0.0018204219,None,None,None,None,4168.08,0.14296159,0.0014319713,0.00090657576
860000,0.67197376,8.290005e-05,-51.669888,0.0032844474,None,None,None,None,4138.908,0.14297895,0.0010866635,0.0012142333
870000,0.66916037,8.270007e-05,-55.885902,0.0021417441,None,None,None,None,4111.2,0.13832279,0.0008539592,1.1746191e-05
880000,0.66591805,8.250007e-05,-59.738255,0.0012314827,None,None,None,None,4091.5566,0.13696258,0.00043239817,1.926104e-05
890001,0.6654187,8.230006e-05,-64.4388,0.002385196,None,None,None,None,4056.6714,0.145729,0.00041917912,5.45572e-06
900002,0.66226095,8.2100036e-05,-66.957344,0.0017194513,None,None,None,None,4038.0261,0.13584085,0.0001736345,1.3681263e-06
910000,0.6604097,8.1900056e-05,-70.38862,0.0053364686,None,None,None,None,4019.9949,0.14100297,0.00022999705,1.0314484e-06
920000,0.66274524,8.170008e-05,-75.37575,0.0053172065,None,None,None,None,3989.1055,0.13898101,0.00011477722,6.9660643e-07
930002,0.66338676,8.150005e-05,-80.48158,0.0047720806,None,None,None,None,3956.9707,0.14221981,0.00026479346,6.5693945e-05
940001,0.6610752,8.1300044e-05,-85.424484,0.0017683906,None,None,None,None,3921.0044,0.14306451,0.0003194554,6.876666e-06
950000,0.6619558,8.110007e-05,-90.2251,0.00399396,None,None,None,None,3896.9097,0.13977404,6.108909e-05,1.548716e-06
960002,0.6587242,8.090005e-05,-94.821335,0.0032734617,None,None,None,None,3865.0332,0.13935092,7.5826916e-05,7.7940524e-07
970001,0.66072935,8.070004e-05,-100.149574,0.0023573565,None,None,None,None,3831.8074,0.13674423,4.1031046e-05,5.2662544e-06
980002,0.660606,8.0500045e-05,-105.10101,0.00072084845,None,None,None,None,3801.5342,0.13611062,6.672335e-05,6.431042e-07
990000,0.6597033,8.030006e-05,-110.89445,-0.00019064562,None,None,None,None,3770.9434,0.1420599,9.145179e-05,1.0868762e-06
1000000,0.6639026,8.010007e-05,-117.40172,-0.0019918224,None,None,None,None,3727.7026,0.14049724,0.00015090201,3.861956e-06
1010001,0.66238475,7.990007e-05,-122.694984,-0.005265452,None,None,None,None,3697.0696,0.13913135,6.527502e-05,1.5015082e-06
1020001,0.6588155,7.970005e-05,-126.04263,-0.0024900956,None,None,None,None,3673.263,0.14155735,4.473019e-05,2.2048809e-07
1030000,0.66028595,7.950007e-05,-131.10236,-0.0005406318,None,None,None,None,3645.3562,0.14238158,7.281861e-05,7.8846296e-07
1040000,0.66075754,7.930007e-05,-137.11865,-0.0005837204,None,None,None,None,3603.859,0.14316107,0.000111274094,1.5581962e-05
1050001,0.6593724,7.910006e-05,-142.99374,0.0014368045,None,None,None,None,3567.72,0.14128514,7.675636e-05,0.0007914634
1060002,0.6585064,7.890005e-05,-149.15454,0.0011388722,None,None,None,None,3534.3313,0.13938665,2.9727056e-05,7.790328e-06
1070000,0.6573179,7.870006e-05,-155.82735,0.0008595304,None,None,None,None,3498.757,0.14211686,5.6025823e-05,1.1421256e-06
1080000,0.6595082,7.8500074e-05,-163.10674,-0.00053075305,None,None,None,None,3453.968,0.1446706,8.3217856e-05,7.0084616e-07
1090001,0.6560016,7.8300065e-05,-167.60567,0.0002848504,None,None,None,None,3424.69,0.1446617,2.0732357e-05,4.1323125e-07
1100001,0.6580921,7.810005e-05,-174.17947,0.00071860146,None,None,None,None,3386.5305,0.14217475,1.4573869e-05,9.2452964e-08
1110000,0.656482,7.790007e-05,-180.90799,-0.001407266,None,None,None,None,3351.6309,0.14062397,3.183531e-05,1.512231e-07
1120000,0.6549607,7.7700075e-05,-188.06696,-0.0026970964,None,None,None,None,3307.6323,0.13984479,1.4299597e-05,4.794031e-08
1130000,0.65503085,7.750007e-05,-195.2485,-0.0020926367,None,None,None,None,3263.2283,0.14385054,2.2174334e-05,8.506197e-08
1140002,0.65772563,7.730006e-05,-201.45975,-0.0020640416,None,None,None,None,3231.7488,0.13717856,7.610685e-05,9.928084e-07
1150000,0.6587361,7.7100056e-05,-208.17644,-0.0040297094,None,None,None,None,3193.713,0.14484888,7.191083e-05,1.8922531e-06
1160001,0.6565938,7.690006e-05,-213.99762,-0.0034665694,None,None,None,None,3158.2659,0.13733052,2.7168198e-05,5.6174594e-07
1170001,0.65431064,7.670005e-05,-220.58289,-0.0033526793,None,None,None,None,3123.3193,0.14212681,2.3300126e-05,4.7109205e-07
1180001,0.655976,7.650005e-05,-226.56937,-0.0014476038,None,None,None,None,3088.4517,0.13976422,1.7779577e-05,3.935733e-07
1190002,0.65699023,7.630005e-05,-233.35518,0.0004065235,None,None,None,None,3053.5928,0.13907428,5.33698e-05,0.00067982153
1200000,0.65453905,7.6100056e-05,-239.27235,0.0015371481,None,None,None,None,3014.479,0.14362313,1.19865645e-05,7.324327e-07
1210000,0.6524657,7.5900076e-05,-245.80739,0.0017372622,None,None,None,None,2978.3926,0.14506057,5.2816495e-06,1.18341426e-07
1220000,0.65279555,7.5700074e-05,-252.81433,-0.00076635135,None,None,None,None,2943.3984,0.14196108,1.436756e-05,9.7586145e-08
1230002,0.65173936,7.5500066e-05,-259.77313,-0.0027703396,None,None,None,None,2906.2966,0.14220786,1.4205363e-05,7.1846856e-08
1240000,0.6535193,7.530006e-05,-267.27103,-0.0025562947,None,None,None,None,2864.6245,0.13881543,2.3282064e-05,1.8066694e-07
1250000,0.6532652,7.510008e-05,-273.90112,-0.0008104096,None,None,None,None,2829.1997,0.13874055,8.869933e-06,5.8883966e-08
1260000,0.6517573,7.490008e-05,-281.35938,-0.000171433,None,None,None,None,2792.8706,0.14403577,2.7728844e-05,7.156401e-08
1270002,0.6537482,7.470006e-05,-288.82596,-7.116267e-05,None,None,None,None,2750.326,0.14110641,2.8366354e-05,1.02423925e-07
1280000,0.65149,7.450006e-05,-295.78952,8.747033e-05,None,None,None,None,2714.6692,0.1415233,7.1945965e-06,4.9527443e-08
1290000,0.6505125,7.430008e-05,-303.86743,0.0005148995,None,None,None,None,2674.541,0.14614107,2.1172846e-05,4.2870465e-07
1300001,0.6512156,7.410007e-05,-311.0432,0.0002451326,None,None,None,None,2633.184,0.1450078,1.1453272e-05,5.6596747e-08
1310000,0.649121,7.390007e-05,-318.79083,-0.0018456437,None,None,None,None,2596.333,0.13764568,8.30877e-06,3.3116688e-08
1320001,0.6508623,7.370007e-05,-326.47827,-0.0046232142,None,None,None,None,2557.7998,0.13884807,2.4522046e-06,8.1655775e-09
1330000,0.6506147,7.3500065e-05,-334.59995,-0.0010508171,None,None,None,None,2517.382,0.13398568,2.7020395e-05,0.00016565545
1340001,0.65132236,7.330006e-05,-342.98538,0.0014148402,None,None,None,None,2475.7683,0.1480707,2.5390978e-05,1.6231048e-06
1350001,0.654204,7.3100055e-05,-351.28867,0.003034588,None,None,None,None,2433.4888,0.1417194,1.8814808e-05,1.9148415e-07
1360000,0.6518361,7.2900075e-05,-358.9947,0.0015232288,None,None,None,None,2395.8862,0.13895693,4.7262834e-06,9.5036995e-08
1370000,0.64807063,7.270008e-05,-367.0324,0.00054464984,None,None,None,None,2355.3655,0.14349896,2.43258e-05,2.640881e-07
1380000,0.6497707,7.250008e-05,-375.72467,0.00266733,None,None,None,None,2311.1868,0.14042982,4.8396105e-06,5.505238e-08
1390000,0.6490331,7.230008e-05,-384.13504,0.0043125656,None,None,None,None,2270.1099,0.13413353,9.045635e-06,8.037325e-08
1400000,0.65043104,7.2100076e-05,-392.85056,0.0012868678,None,None,None,None,2234.5808,0.13892695,9.809833e-06,8.60723e-08
1410001,0.65086,7.190007e-05,-401.71545,-0.00056732784,None,None,None,None,2194.1226,0.13908306,2.3626251e-05,0.00055141037
1420001,0.64898264,7.170006e-05,-411.54013,-0.0027193604,None,None,None,None,2155.5444,0.14321896,2.2470333e-05,1.2334045e-06
1430002,0.6480252,7.150005e-05,-420.46576,-0.0037453608,None,None,None,None,2106.8118,0.14162426,2.341247e-05,7.151113e-07
1440000,0.6499198,7.130006e-05,-428.4415,-0.0031240582,None,None,None,None,2072.6997,0.14619112,1.4362549e-06,5.0576137e-08
1450001,0.64864284,7.1100076e-05,-437.56848,-0.0005553535,None,None,None,None,2023.8689,0.1404834,3.144466e-05,1.9739586e-07
1460000,0.64599127,7.090008e-05,-447.8778,-0.0031420633,None,None,None,None,1975.1117,0.14056343,3.4381203e-05,1.7776163e-07
1470000,0.645522,7.070008e-05,-456.2336,-0.0026726134,None,None,None,None,1939.0096,0.14013606,8.724913e-06,4.8138038e-08
1480002,0.6448257,7.0500064e-05,-465.53406,-0.0048022824,None,None,None,None,1900.658,0.13630602,1.7128556e-06,1.05964215e-08
1490002,0.64612013,7.030005e-05,-475.1654,-0.0032889794,None,None,None,None,1853.76,0.13979855,6.1333294e-06,6.323785e-08
1500001,0.648887,7.010006e-05,-484.80325,-0.0039844634,None,None,None,None,1813.1982,0.13571045,1.4812315e-06,9.068739e-09
1510002,0.64733535,6.990005e-05,-494.5353,-0.0037670035,None,None,None,None,1773.1722,0.13250819,2.9920334e-06,2.0907855e-08
1520001,0.6466076,6.970005e-05,-504.49448,-0.0016736572,None,None,None,None,1735.5569,0.14213902,1.06647285e-05,9.492967e-08
1530000,0.64459866,6.950008e-05,-514.51385,0.0002491915,None,None,None,None,1688.831,0.13569908,7.0045326e-06,8.4269985e-08
1540002,0.64543563,6.930006e-05,-524.56726,-0.0028186678,None,None,None,None,1649.6522,0.14022449,5.71924e-06,2.227267e-08
1550002,0.6450769,6.910004e-05,-534.83984,-0.0015483672,None,None,None,None,1611.3141,0.13711938,2.4378798e-05,0.00016985962
1560002,0.64467174,6.890004e-05,-545.86804,-0.00023071923,None,None,None,None,1566.9009,0.13826065,1.8141802e-05,2.2689906e-07
1570002,0.6435077,6.870004e-05,-556.5308,0.00026705593,None,None,None,None,1524.3762,0.13698721,3.3555195e-06,1.4191134e-07
1580000,0.6455799,6.850007e-05,-565.80255,0.0020926886,None,None,None,None,1486.8617,0.1360515,1.8491023e-06,3.1676137e-07
1590000,0.6473079,6.830009e-05,-576.40857,0.00226991,None,None,None,None,1446.8767,0.13934314,2.659056e-05,0.0004595981
1600001,0.64420044,6.810008e-05,-587.2517,-0.00018165178,None,None,None,None,1407.4047,0.1522586,1.0014458e-05,1.114289e-06
1610002,0.64172876,6.790005e-05,-598.2808,0.0010589682,None,None,None,None,1359.9229,0.14518918,2.315352e-06,2.0094076e-07
1620000,0.6447947,6.7700064e-05,-609.18134,0.00209635,None,None,None,None,1325.9196,0.1422003,2.1059172e-06,7.290003e-08
1630002,0.64503014,6.750007e-05,-619.7026,0.0030919241,None,None,None,None,1287.0288,0.1441835,7.685844e-06,2.2283066e-07
1640002,0.64333075,6.730004e-05,-630.70416,0.00043623836,None,None,None,None,1245.7518,0.13478763,6.6004477e-06,1.009612e-07
1650001,0.64158547,6.710006e-05,-641.8313,-0.0007767579,None,None,None,None,1203.7953,0.14253332,1.3323212e-06,3.7103685e-08
1660000,0.6438758,6.690008e-05,-653.0827,-0.0014330745,None,None,None,None,1167.8193,0.14094912,1.6781675e-06,8.513714e-09
1670001,0.64414513,6.670008e-05,-664.6453,-0.00091422,None,None,None,None,1134.4711,0.13690896,7.751334e-06,5.031152e-08
1680001,0.6427618,6.650006e-05,-675.78033,0.0028431062,None,None,None,None,1092.8489,0.13255946,1.715186e-06,1.6940888e-08
1690000,0.64242667,6.6300076e-05,-687.3751,0.0071816067,None,None,None,None,1056.3485,0.14042133,7.876713e-06,5.633359e-08
1700002,0.6402023,6.610007e-05,-698.84143,0.0054606963,None,None,None,None,1022.94305,0.14142661,9.66269e-06,7.692425e-08
1710002,0.64078665,6.590004e-05,-710.0136,0.0015715661,None,None,None,None,984.03503,0.1376862,6.570837e-07,6.7883903e-09
1720000,0.64285445,6.5700064e-05,-721.74146,0.00048775028,None,None,None,None,943.78876,0.14141846,1.6033311e-05,5.5896937e-08
1730002,0.64183176,6.550006e-05,-733.27435,-0.000112331116,None,None,None,None,907.7811,0.13215566,5.9222674e-07,9.290062e-09
1740001,0.6414136,6.530005e-05,-745.2215,-0.0017324542,None,None,None,None,875.1454,0.14895152,1.884265e-05,0.0003719158
1750000,0.6393933,6.5100074e-05,-757.20575,-0.0038799047,None,None,None,None,838.5433,0.14038162,8.805671e-06,6.15223e-08
1760002,0.6418974,6.4900065e-05,-768.8754,-0.0034517322,None,None,None,None,803.7384,0.14254004,1.4789401e-06,3.1007296e-08
1770002,0.6399883,6.470005e-05,-780.54535,-0.003669832,None,None,None,None,772.94946,0.13349763,1.1602012e-06,2.1830067e-08
1780000,0.6395222,6.450007e-05,-792.40955,-0.00044903613,None,None,None,None,742.441,0.14618008,5.8969727e-06,3.406284e-08
1790000,0.643921,6.430009e-05,-803.99475,-0.00020176836,None,None,None,None,707.54034,0.13538149,6.15272e-07,1.2289815e-08
1800000,0.64160633,6.410009e-05,-816.11163,-0.001234797,None,None,None,None,671.2529,0.14019093,1.6124425e-06,1.06378675e-08
1810001,0.64006287,6.390008e-05,-828.2674,-0.0021443064,None,None,None,None,643.0495,0.13564102,1.7899202e-06,7.173114e-09
