Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.4240725,0.00029940062,0.43735263,0.06595163,0.24780296,2.9199976921081543,2.9199976921081543,340.0
2000,1.4333022,0.0002982006,0.8134079,0.05483933,0.23573525,0.0,0.0,464.0
3000,1.4372326,0.00029700057,0.43599945,0.016401479,0.2474698,0.0,0.0,416.0
4000,1.4355178,0.00029580062,-0.14934924,0.009058068,0.25123104,0.0,0.0,435.5
5000,1.4318506,0.0002946006,0.18604667,0.032705087,0.23402256,1.13499915599823,1.13499915599823,415.0
6000,1.4342923,0.0002934006,0.25715387,0.008516776,0.25504017,0.0,0.0,479.0
7000,1.4307854,0.00029220062,0.14953199,0.025034847,0.22874856,0.749999463558197,0.749999463558197,417.0
8000,1.4277775,0.00029100062,0.13770252,0.0012426191,0.24840958,0.0,0.0,450.0
9000,1.4295754,0.0002898006,0.09691662,0.0054730256,0.24099456,0.0,0.0,451.5
10000,1.4326714,0.00028860063,0.0057662786,0.00075040356,0.23608194,0.0,0.0,378.0
11000,1.4304167,0.00028740062,-0.035537936,0.00032408923,0.24343386,0.0,0.0,383.6666666666667
12000,1.429424,0.00028620064,-0.048193753,0.000108573826,0.24789104,0.0,0.0,386.0
13000,1.4316225,0.00028500063,0.009160304,0.00019139393,0.26361176,0.0,0.0,399.6666666666667
14000,1.4321193,0.00028380062,-0.005431816,0.0013872806,0.24144931,0.0,0.0,394.0
15000,1.4367387,0.00028260064,0.02148074,4.5376397e-05,0.24949814,0.0,0.0,394.5
16000,1.4368826,0.00028140063,0.002201999,3.324153e-05,0.21931016,0.0,0.0,405.3333333333333
17000,1.4413185,0.00028020065,-0.022477832,4.5136425e-05,0.2365512,0.0,0.0,394.0
18000,1.4439449,0.0002790006,0.025199806,0.0010332768,0.25092933,0.0,0.0,395.0
19000,1.440847,0.00027780063,-0.029263105,0.0022924931,0.23657821,0.0,0.0,492.0
20000,1.4391787,0.00027660062,-0.22755058,0.0061669275,0.25513157,0.0,0.0,405.0
21000,1.4390407,0.00027540064,0.04158027,0.0030882366,0.26498768,0.0,0.0,418.5
22000,1.4331707,0.00027420063,0.0086426055,0.002141607,0.2584946,0.0,0.0,394.0
23000,1.4300758,0.00027300062,0.058362216,0.019638196,0.25047633,0.5566662549972534,0.5566662549972534,393.6666666666667
24000,1.4357278,0.00027180064,0.036084116,0.0034566438,0.23321316,0.0,0.0,459.5
25000,1.437672,0.0002706006,0.04707462,0.00027543606,0.23223183,0.0,0.0,467.5
26000,1.4389775,0.00026940063,0.028657999,0.04212375,0.23729715,1.6649987697601318,1.6649987697601318,374.0
27000,1.4390869,0.00026820065,0.11569279,0.029088415,0.24159811,1.1133325099945068,1.1133325099945068,406.0
28000,1.4417765,0.0002670006,0.29962203,0.0040072873,0.2677112,1.499998927116394,1.499998927116394,359.6666666666667
29000,1.4391193,0.0002658006,0.44243318,0.0017006923,0.24021049,1.5566655397415161,1.5566655397415161,358.3333333333333
30000,1.4393103,0.00026460065,0.49719217,0.00042961756,0.24495625,1.6066654920578003,1.6066654920578003,346.3333333333333
31000,1.4414572,0.0002634006,0.42841545,0.0016092531,0.23902856,1.6649987697601318,1.6649987697601318,344.5
32000,1.4429028,0.00026220066,0.5104917,0.004249639,0.22201712,1.8899985551834106,1.8899985551834106,347.0
33000,1.4466646,0.00026100062,0.4690699,0.034003865,0.24360141,2.449998140335083,2.449998140335083,341.6666666666667
34000,1.4460367,0.0002598006,0.83364916,0.0143719185,0.23437524,2.6633312702178955,2.6633312702178955,331.3333333333333
35000,1.444943,0.00025860063,0.6835208,0.034012962,0.25709325,2.8366644382476807,2.8366644382476807,329.6666666666667
36000,1.4426147,0.00025740062,0.7604459,0.01982314,0.25197262,2.759997844696045,2.759997844696045,331.0
37000,1.4429535,0.0002562006,1.0221772,0.009795437,0.2337201,3.353330612182617,3.353330612182617,329.3333333333333
38000,1.4446515,0.00025500063,1.3484931,0.009723322,0.2578905,2.6666646003723145,2.6666646003723145,330.6666666666667
39000,1.453107,0.00025380062,1.2856716,0.015291586,0.24219671,2.1633317470550537,2.1633317470550537,332.6666666666667
40000,1.4604558,0.0002526006,0.9703508,0.0141260065,0.24562812,2.5666646560033164,2.5666646560033164,330.6666666666667
41000,1.4599332,0.00025140063,0.7721706,0.037989657,0.239691,3.073330879211426,3.073330879211426,329.0
42000,1.456247,0.00025020062,0.91482425,0.016866473,0.2344925,2.9733309745788574,2.9733309745788574,331.3333333333333
43000,1.4572817,0.00024900064,1.1251671,0.013030592,0.24644098,2.7766644954681396,2.7766644954681396,329.3333333333333
44000,1.4563257,0.0002478006,1.2817417,0.004919648,0.23115495,2.999997615814209,2.999997615814209,331.3333333333333
45000,1.4564849,0.00024660063,1.2058553,0.0043821405,0.24465618,2.8333311080932617,2.8333311080932617,331.6666666666667
46000,1.4565997,0.00024540062,1.3284311,0.024067538,0.23671529,2.393331527709961,2.393331527709961,338.0
47000,1.4608716,0.00024420064,0.9290292,0.0059480225,0.24250945,2.339998245239258,2.339998245239258,352.0
48000,1.4643581,0.00024300063,0.7882098,0.005146923,0.24332248,2.2233316898345947,2.2233316898345947,344.3333333333333
49000,1.4668398,0.00024180063,0.7850163,0.0017034815,0.2534103,1.863331913948059,1.863331913948059,335.3333333333333
50000,1.4646202,0.00024060064,0.6845131,0.0036919261,0.24261366,2.093331774075826,2.093331774075826,337.0
51000,1.4644719,0.00023940064,0.75239223,0.019840052,0.23206186,2.7799978256225586,2.7799978256225586,333.0
52000,1.468854,0.00023820065,0.9069922,0.0013194773,0.21793458,2.4333314895629883,2.4333314895629883,331.3333333333333
53000,1.4719843,0.00023700064,0.9668738,0.012436797,0.25969526,2.9666643142700195,2.9666643142700195,330.0
54000,1.4748772,0.00023580065,1.0648118,0.00996008,0.24912116,3.1966640949249268,3.1966640949249268,330.3333333333333
55000,1.472882,0.00023460065,1.0246798,0.00071938924,0.24378876,2.4266648292541504,2.4266648292541504,331.0
56000,1.4758277,0.00023340064,0.9419155,0.0027630688,0.2319082,2.4066648483276367,2.4066648483276367,329.3333333333333
57000,1.4790351,0.00023220065,0.9493941,0.0020889216,0.23961852,2.279998302459717,2.279998302459717,333.0
58000,1.4783332,0.00023100065,0.93293464,0.002250154,0.26106757,2.1766650676727295,2.1766650676727295,333.6666666666667
59000,1.4770335,0.00022980064,0.86355966,0.019281063,0.23094723,2.876664400100708,2.876664400100708,330.0
60000,1.4733554,0.00022860065,0.93870205,0.008270597,0.23379277,3.056664228439331,3.056664228439331,331.0
61000,1.4701998,0.00022740064,1.1266658,0.014208536,0.24731508,3.1566641330718994,3.1566641330718994,330.3333333333333
62000,1.4684616,0.00022620066,1.1615163,0.0049132216,0.25352967,2.7299978335698447,2.7299978335698447,337.0
63000,1.470605,0.00022500065,1.0173273,0.021872738,0.25172606,2.163331707318624,2.163331707318624,341.0
64000,1.4697878,0.00022380064,0.8067527,0.0021316945,0.23759755,2.004998505115509,2.004998505115509,339.5
65000,1.4650962,0.00022260063,0.7215329,0.00083413394,0.2546476,1.7766653299331665,1.7766653299331665,344.3333333333333
66000,1.4630318,0.00022140065,0.6811539,0.0032552679,0.25957295,2.1699984073638916,2.1699984073638916,341.3333333333333
