Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
86000,1.4189383,0.00019740064,-0.117162414,-15.24999886751175,-15.250000894069672,361.5
87000,1.4189383,0.00019620065,-0.069953635,-8.69999897480011,-8.700000632554293,275.25
88000,1.4189383,0.00019500066,-0.09581764,-10.599998871485392,-10.60000067949295,284.6666666666667
89000,1.4189383,0.00019380066,-0.14270452,-22.399998664855957,-22.40000109374523,411.0
90000,1.4189383,0.00019260067,-0.20144144,-18.19999873638153,-18.200001090765,434.5
91000,1.4189383,0.00019140064,-0.19000316,-14.149998188018799,-14.150001265108585,566.5
92000,1.4189383,0.00019020066,-0.095486104,-7.974999010562897,-7.975000768899918,352.5
93000,1.4189383,0.00018900067,-0.004525833,-15.599999030431112,-15.6000008781751,350.6666666666667
94000,1.4189383,0.00018780066,-0.056166194,-13.033332387606302,-13.033334111173948,317.6666666666667
95000,1.4189383,0.00018660065,-0.075017214,-6.083332101504008,-6.083334028720856,329.0
96000,1.4189383,0.00018540066,-0.072441556,-8.943749517202377,-8.94375068321824,300.0
97000,1.4189383,0.00018420066,-0.10044536,-7.7833322286605835,-7.783334011832873,306.6666666666667
98000,1.4189383,0.00018300065,-0.119538285,-14.287498474121094,-14.287500895559788,370.5
99000,1.4189383,0.00018180066,-0.074442655,-10.824998537699381,-10.825000827511152,361.6666666666667
100000,1.4189383,0.00018060066,-0.12092671,-3.5624988675117493,-3.5625005960464478,296.5
101000,1.4189383,0.00017940065,-0.049885273,-10.466665903727213,-10.466667478283247,356.0
102000,1.4189383,0.00017820066,-0.033561334,-5.643749088048935,-5.643750634044409,300.0
103000,1.4189383,0.00017700066,-0.13449924,-17.362498998641968,-17.36250101774931,410.5
104000,1.4189383,0.00017580067,-0.08083051,-0.9249994158744812,-0.9250005707144737,304.0
105000,1.4189383,0.00017460066,-0.049426466,-16.324998776117962,-16.325000991423924,399.6666666666667
106000,1.4189383,0.00017340065,-0.0507182,-13.191665689150492,-13.191667477289835,333.6666666666667
107000,1.4189383,0.00017220067,-0.09145668,-11.699998815854391,-11.700000777840614,328.3333333333333
108000,1.4189383,0.00017100066,-0.029883958,-10.974999189376831,-10.975000694394112,290.0
109000,1.4189383,0.00016980067,-0.00426184,-10.999998887379965,-11.000000695387522,290.3333333333333
110000,1.4189383,0.00016860066,-0.13992418,-21.42499828338623,-21.42500126361847,500.5
111000,1.4189383,0.00016740066,-0.111394405,-11.058332324028015,-11.058334112167358,333.6666666666667
112000,1.4189383,0.00016620067,-0.086051494,-22.124998450279236,-22.125001043081284,386.0
113000,1.4189383,0.00016500066,-0.09640938,-0.7333323756853739,-0.7333340098460516,361.0
114000,1.4189383,0.00016380065,-0.07370785,-10.874999125798544,-10.87500074505806,317.3333333333333
115000,1.4189383,0.00016260067,-0.06368372,-9.033332586288452,-9.03333406150341,323.0
116000,1.4189383,0.00016140068,-0.1195831,-5.908332586288452,-5.908334046602249,339.6666666666667
117000,1.4189383,0.00016020065,-0.11387879,-25.51249861717224,-25.51250121742487,452.0
118000,1.4189383,0.00015900066,-0.11203576,-10.66666571299235,-10.666667461395264,345.3333333333333
119000,1.4189383,0.00015780066,-0.088855416,-11.312499046325684,-11.312500819563866,353.5
120000,1.4189383,0.00015660067,-0.13032052,-15.599999030431112,-15.6000008781751,350.6666666666667
121000,1.4189383,0.00015540066,-0.09627533,-10.308332244555155,-10.308334112167358,339.6666666666667
122000,1.4189383,0.00015420068,-0.06654598,-6.791666030883789,-6.791667362054189,323.3333333333333
123000,1.4189383,0.00015300067,-0.03600507,-10.599999030431112,-10.60000067949295,285.0
124000,1.4189383,0.00015180066,-0.06826762,-2.741665840148926,-2.7416672805945077,312.3333333333333
125000,1.4189383,0.00015060067,-0.1142203,-9.237498939037323,-9.237500943243504,435.0
126000,1.4189383,0.00014940069,-0.12987497,-15.408332188924154,-15.40833426018556,378.0
127000,1.4189383,0.00014820068,-0.13645378,-9.962498784065247,-9.962500892579556,402.5
128000,1.4189383,0.00014700067,-0.17738415,-20.937498450279236,-20.93750111758709,435.5
129000,1.4189383,0.00014580066,-0.058023162,-4.38749897480011,-4.387500584125519,283.5
130000,1.4189383,0.00014460066,-0.06926916,-13.316665172576904,-13.316667427619299,307.0
131000,1.4189383,0.00014340067,-0.095218986,-4.249999582767487,-4.25000074505806,369.5
132000,1.4189383,0.00014220068,-0.13493282,-18.96249806880951,-18.962501041591167,410.5
133000,1.4189383,0.00014100067,-0.119444005,-4.716666181882222,-4.716667413711548,367.0
134000,1.4189383,0.00013980067,-0.10108149,-10.29166555404663,-10.29166736205419,295.6666666666667
135000,1.4189383,0.00013860066,-0.11808759,-10.816665808359781,-10.81666757663091,405.0
136000,1.4189383,0.00013740067,-0.21371524,-13.424998998641968,-13.425000943243504,402.0
137000,1.4189383,0.00013620067,-0.15434974,-16.11249852180481,-16.112501092255116,459.5
138000,1.4189383,0.00013500068,-0.08300342,-12.674998760223389,-12.675000761946043,312.3333333333333
139000,1.4189383,0.00013380067,-0.025457807,-4.933332443237305,-4.933333928386371,285.0
140000,1.4189383,0.00013260066,-0.0807692,-11.774999181429544,-11.775000810623169,345.0
141000,1.4189383,0.00013140068,-0.14057371,-2.2249990701675415,-2.225000746548176,386.0
142000,1.4189383,0.00013020069,0.0096739605,-12.593748807907104,-12.59375074505806,304.0
143000,1.4189383,0.00012900066,-0.0256767,-17.224998712539673,-17.225000970065594,386.0
144000,1.4189383,0.00012780067,-0.095006965,-4.066666046778361,-4.0666673630476,345.3333333333333
145000,1.4189383,0.00012660067,-0.071203664,-10.974998871485392,-10.975000778834024,334.3333333333333
146000,1.4189383,0.00012540066,-0.22305603,-30.349997758865356,-30.350001573562622,586.0
147000,1.4189383,0.00012420067,-0.13807918,-13.949998875459036,-13.950000926852226,384.0
148000,1.4189383,0.00012300067,-0.16269252,-11.937498211860657,-11.937500968575478,427.5
149000,1.4189383,0.00012180067,-0.07826046,-21.29999840259552,-21.300001092255116,419.0
150000,1.4189383,0.00012060067,-0.12794966,-21.683331966400146,-21.683334425091743,410.3333333333333
151000,1.4189383,0.00011940067,-0.0967431,-4.068748950958252,-4.068750571459532,279.5
152000,1.4189383,0.000118200674,-0.0828325,-9.212498784065247,-9.21250081807375,369.5
153000,1.4189383,0.00011700067,-0.25541067,-13.024998625119528,-13.025000860293707,361.3333333333333
154000,1.4189383,0.00011580067,-0.121333405,-14.362499296665192,-14.362500943243504,395.0
155000,1.4189383,0.000114600676,-0.13955267,-3.6333324114481607,-3.6333340952793756,383.3333333333333
156000,1.4189383,0.00011340067,-0.09160869,-10.674998939037323,-10.675000794231892,345.0
157000,1.4189383,0.00011220068,-0.10153108,-19.92499876022339,-19.925000995397568,378.5
158000,1.4189383,0.00011100068,-0.13774545,-16.841665506362915,-16.841667676965397,410.6666666666667
159000,1.4189383,0.000109800676,-0.15150629,-6.287498712539673,-6.287500619888306,287.5
160000,1.4189383,0.000108600674,-0.24070877,-21.2499982714653,-21.250001214444637,476.0
161000,1.4189383,0.00010740068,-0.0746106,-20.50833221276601,-20.508334408203762,410.6666666666667
162000,1.4189383,0.00010620067,-0.045167785,-8.366665204366049,-8.366667394836744,328.3333333333333
163000,1.4189383,0.00010500068,-0.0882447,-5.583332061767578,-5.583333979050319,307.0
164000,1.4189383,0.000103800674,-0.028202638,-9.433332085609436,-9.433334161837896,372.6666666666667
165000,1.4189383,0.00010260068,-0.051156886,-12.558332284291586,-12.55833406249682,296.0
166000,1.4189383,0.00010140067,-0.13420808,-17.537498772144318,-17.53750106692314,435.0
167000,1.4189383,0.000100200676,-0.08330296,-13.899998505910238,-13.900000810623169,328.6666666666667
168000,1.4189383,9.900068e-05,-0.27055472,-19.437498331069946,-19.4375012665987,525.5
169000,1.4189383,9.780068e-05,-0.19944566,-14.237498998641968,-14.23750101774931,435.0
170000,1.4189383,9.6600685e-05,-0.12572393,-13.091665546099344,-13.091667527953783,361.3333333333333
171000,1.4189383,9.540068e-05,-0.0913624,-7.162498712539673,-7.162500694394112,320.0
172000,1.4189383,9.420068e-05,-0.27325782,-12.166665275891622,-12.166667575637499,393.6666666666667
173000,1.4189383,9.300068e-05,-0.08728865,-18.787498712539673,-18.787500992417336,386.0
174000,1.4189383,9.1800684e-05,-0.108359456,-7.258332371711731,-7.258334045608838,328.3333333333333
175000,1.4189383,9.0600675e-05,-0.09102741,-7.941665728886922,-7.941667377948761,323.0
176000,1.4189383,8.940068e-05,-0.04901693,-18.21249794960022,-18.21250109374523,444.0
177000,1.4189383,8.820068e-05,-0.09826269,-2.5583320458730063,-2.558333913485209,296.0
178000,1.4189383,8.7000684e-05,-0.10695019,-15.099998911221823,-15.100000942746798,388.6666666666667
179000,1.4189383,8.580068e-05,-0.067367755,-4.049999475479126,-4.050000570714474,279.0
180000,1.4189383,8.460069e-05,-0.1337316,-18.799998084704082,-18.800001059969265,421.3333333333333
181000,1.4189383,8.340068e-05,-0.08767906,-9.599999030431112,-9.600000778834024,345.3333333333333
182000,1.4189383,8.220068e-05,0.03614092,-11.566665649414062,-11.566667412718138,312.3333333333333
183000,1.4189383,8.1000675e-05,-0.13396868,-17.762499034404755,-17.76250099390745,394.5
184000,1.4189383,7.980068e-05,-0.18772435,-13.962498784065247,-13.962500967085361,410.5
185000,1.4189383,7.860067e-05,0.0016529739,-27.699998140335083,-27.700001388788223,525.0
186000,1.4189383,7.7400684e-05,-0.1650389,-22.13749873638153,-22.137501165270805,443.0
187000,1.4189383,7.620069e-05,-0.09005429,-9.766666014989218,-9.766667395830154,317.6666666666667
188000,1.4189383,7.500068e-05,-0.0138984695,-11.6062490940094,-11.606250707060099,291.75
189000,1.4189383,7.3800686e-05,-0.08116778,-16.524998664855957,-16.52500094473362,378.5
190000,1.4189383,7.260069e-05,-0.10107709,0.28750133514404297,0.2874993532896042,353.5
191000,1.4189383,7.140068e-05,-0.11335482,-12.374998648961386,-12.375000973542532,421.3333333333333
192000,1.4189383,7.020068e-05,-0.15046418,-3.0749987363815308,-3.0750008672475815,443.5
193000,1.4189383,6.900069e-05,-0.09795783,-10.849998831748962,-10.850000828504562,361.6666666666667
194000,1.4189383,6.780068e-05,-0.09583804,-5.84999938805898,-5.850000629822413,296.0
195000,1.4189383,6.660069e-05,-0.103845835,-8.999998450279236,-9.000000894069672,411.0
196000,1.4189383,6.540068e-05,-0.13185498,-12.966665744781494,-12.966667577624321,388.6666666666667
197000,1.4189383,6.4200685e-05,-0.10449052,-13.187498807907104,-13.187500894069672,378.0
198000,1.4189383,6.300069e-05,-0.12747699,-13.849999070167542,-13.850000893076261,372.3333333333333
199000,1.4189383,6.180069e-05,-0.05669763,-2.649999419848124,-2.6500006119410195,312.0
200000,1.4189383,6.0600683e-05,-0.09084669,-8.066665649414062,-8.066667328278223,295.6666666666667
201000,1.4189383,5.9400685e-05,-0.059793852,-2.133332888285319,-2.1333338965972266,290.3333333333333
202000,1.4189383,5.8200687e-05,-0.07437731,-10.899999141693115,-10.90000074605147,317.6666666666667
203000,1.4189383,5.7000685e-05,-0.09691955,-14.233331759770712,-14.233334129055342,318.0
204000,1.4189383,5.5800683e-05,-0.09030041,-17.549998879432678,-17.550000943243504,369.5
205000,1.4189383,5.4600685e-05,-0.09451434,-7.099999149640401,-7.10000067949295,312.3333333333333
206000,1.4189383,5.3400683e-05,-0.06863779,-17.408332109451294,-17.408334309856098,388.3333333333333
207000,1.4189383,5.2200685e-05,-0.07462876,-5.258331775665283,-5.258333995938301,318.3333333333333
208000,1.4189383,5.1000683e-05,-0.09854874,-12.483332316080729,-12.483334143956503,339.3333333333333
209000,1.4189383,4.9800685e-05,-0.073111095,-4.874998728434245,-4.875000645716985,312.3333333333333
210000,1.4189383,4.860069e-05,-0.13068907,-19.274998545646667,-19.27500109374523,435.5
211000,1.4189383,4.740069e-05,-0.1218001,-11.799998998641968,-11.800000811616579,345.3333333333333
212000,1.4189383,4.6200686e-05,-0.04669123,-4.216666142145793,-4.21666722993056,273.6666666666667
213000,1.4189383,4.500069e-05,-0.035317607,-7.474999109903972,-7.475000694394112,317.3333333333333
214000,1.4189383,4.380069e-05,-0.19857925,-23.92499804496765,-23.925001487135887,607.0
215000,1.4189383,4.2600688e-05,0.0122518325,-16.099998831748962,-16.100000927845638,372.6666666666667
216000,1.4189383,4.1400686e-05,-0.09194838,-8.691665490468344,-8.691667462388674,361.6666666666667
217000,1.4189383,4.020069e-05,-0.14569266,-17.537498772144318,-17.53750106692314,435.0
218000,1.4189383,3.900069e-05,-0.090178296,-7.658332626024882,-7.65833406150341,333.6666666666667
219000,1.4189383,3.7800688e-05,-0.20241046,-26.474998116493225,-26.475001215934753,443.5
220000,1.4189383,3.660069e-05,-0.08066163,-29.887498021125793,-29.887501515448093,575.0
221000,1.4189383,3.5400688e-05,-0.058934856,-2.0666657288869223,-2.066667228937149,290.3333333333333
222000,1.4189383,3.420069e-05,-0.121114396,-6.924999713897705,-6.92500064522028,296.0
223000,1.4189383,3.300069e-05,-0.108812414,-12.42499860127767,-12.425000861287117,366.6666666666667
224000,1.4189383,3.180069e-05,-0.14507708,-14.13749885559082,-14.137501016259193,435.0
225000,1.4189383,3.060069e-05,-0.18908125,-20.26666537920634,-20.266667758425076,426.6666666666667
226000,1.4189383,2.9400695e-05,-0.094864145,-3.2499990860621133,-3.2500005811452866,290.6666666666667
227000,1.4189383,2.8200693e-05,-0.14449611,-9.374999046325684,-9.37500099092722,451.5
228000,1.4189383,2.7000695e-05,-0.18975699,-16.324998438358307,-16.325001142919064,484.5
229000,1.4189383,2.5800693e-05,-0.12135829,-10.612499356269836,-10.612500794231892,345.5
230000,1.4189383,2.4600697e-05,-0.06926528,-6.068749010562897,-6.068750694394112,328.75
231000,1.4189383,2.3400695e-05,-0.16333525,-21.537498474121094,-21.537501223385334,478.5
232000,1.4189383,2.2200697e-05,-0.07087213,-12.083332379659018,-12.08333407342434,305.3333333333333
233000,1.4189383,2.1000695e-05,-0.013688423,-12.849999149640402,-12.85000074406465,301.6666666666667
234000,1.4189383,1.9800696e-05,-0.08247141,-12.974998474121094,-12.975000843405724,353.0
235000,1.4189383,1.8600695e-05,-0.13098852,-15.566665569941202,-15.566667626301447,393.6666666666667
236000,1.4189383,1.7400696e-05,-0.11407482,-14.074999153614044,-14.07500084489584,345.0
237000,1.4189383,1.6200695e-05,-0.08765112,-14.599998354911804,-14.600000992417336,418.5
238000,1.4189383,1.5000697e-05,-0.16687383,-30.94999724626541,-30.950001560151577,582.5
239000,1.4189383,1.3800697e-05,-0.08890708,-10.041665077209473,-10.041667461395264,350.6666666666667
240000,1.4189383,1.2600698e-05,-0.033420045,-9.858332554499308,-9.858334094285965,334.0
241000,1.4189383,1.1400698e-05,-0.05648347,-12.699998497962952,-12.700000792741776,328.3333333333333
242000,1.4189383,1.0200698e-05,-0.09857084,-15.9499990940094,-15.950000919401646,369.5
243000,1.4189383,9.000698e-06,-0.036554545,-21.824998527765274,-21.82500123977661,492.5
244000,1.4189383,7.800699e-06,-0.063815854,-12.124998251597086,-12.125000794728598,334.3333333333333
245000,1.4189383,6.6006987e-06,-0.08338535,-9.599999189376831,-9.600000778834024,345.3333333333333
246000,1.4189383,5.4006996e-06,-0.06885699,-7.099998712539673,-7.100000694394112,320.5
247000,1.4189383,4.2006995e-06,0.00047830888,-17.008331576983135,-17.008334293961525,383.0
248000,1.4189383,3.0007e-06,-0.114931464,-16.412498950958252,-16.412500895559788,353.5
249000,1.4189383,1.8007005e-06,-0.09287369,-17.083332141240437,-17.08333432674408,399.6666666666667
250000,1.4189383,6.007006e-07,-0.11170954,-13.974998712539673,-13.975000843405724,345.0
