Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
9700,1.4082565,0.0002942103,0.94823855,1.0,1.0,8.4
9800,1.4086576,0.00029415032,0.9281583,1.0,1.0,11.75
9900,1.4085183,0.00029409034,0.9423221,0.9166666666666666,0.9166666666666666,7.0
10000,1.4083014,0.0002940303,0.9332611,1.0,1.0,6.571428571428571
10100,1.4086152,0.0002939703,0.9740779,1.0,1.0,7.083333333333333
10200,1.4090962,0.00029391033,0.999597,1.0,1.0,8.090909090909092
10300,1.4093385,0.00029385032,1.0153244,1.0,1.0,7.6
10400,1.4095099,0.00029379033,0.9443859,1.0,1.0,18.166666666666668
10500,1.4097037,0.00029373032,0.93563676,1.0,1.0,6.75
10600,1.4097915,0.0002936703,0.9565321,1.0,1.0,6.769230769230769
10700,1.4097621,0.00029361033,0.9419951,1.0,1.0,9.222222222222221
10800,1.409146,0.0002935503,0.96848404,1.0,1.0,6.214285714285714
10900,1.4087286,0.0002934903,0.96952456,1.0,1.0,8.090909090909092
11000,1.4082395,0.00029343032,0.9482793,0.9230769230769231,0.9230769230769231,6.153846153846154
11100,1.4077859,0.00029337034,0.9294437,1.0,1.0,5.866666666666666
11200,1.4075748,0.0002933103,0.913915,1.0,1.0,8.3
