Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
1930000,0.6192821,9.2300004e-05,197.31624,None,None,None,12.539525,0.50855523
1940004,0.5961034,9.226001e-05,172.01303,9869.977993547916,9869.978054188192,9844.0,43.13282,0.47215205
1950001,0.6470431,9.2220005e-05,195.26892,10162.91408443451,10162.914046123624,9844.0,17.784927,0.48743954
1960000,0.62618566,9.218002e-05,190.88284,10016.431119441986,10016.43117120117,9844.0,21.229172,0.5291738
1970004,0.6208244,9.214001e-05,198.41039,10146.824622631073,10146.824604555964,9844.0,19.64033,0.51933724
1980001,0.62417585,9.210001e-05,198.34438,None,None,None,12.740337,0.53471214
1990003,0.6314568,9.2060014e-05,198.0208,10134.356833934784,10134.356783047318,9844.0,14.672963,0.5153046
2000000,0.64944553,9.202001e-05,186.27065,10150.75303721428,10150.75301342085,9844.0,13.784981,0.5959736
2010000,0.6172144,9.198002e-05,197.82336,10332.701734542847,10332.701688311994,9844.0,30.98168,0.69216114
2020003,0.62926745,9.194001e-05,200.85147,10188.876178979874,10188.876279368997,9844.0,22.397135,0.6031267
2030002,0.6330986,9.1900016e-05,196.09113,9621.132521867752,9621.13253340125,9844.0,20.959751,0.47593516
2040001,0.6346864,9.186001e-05,199.74554,9950.725262641907,9950.725234992802,9844.0,18.947376,0.4776507
2050002,0.61707747,9.182002e-05,197.2365,9984.003935098648,9984.00388815254,9844.0,39.55392,0.46357298
2060001,0.64886636,9.178002e-05,197.11746,9502.887964487076,9502.887923873961,9844.0,14.094873,0.5587551
2070002,0.64018214,9.174002e-05,204.48541,9849.723474502563,9849.723422650248,9844.0,13.324354,0.47515544
2080003,0.6201715,9.1700014e-05,199.71608,9764.768294334412,9764.768332883716,9844.0,15.73604,0.53581625
2090003,0.64055634,9.166001e-05,203.09259,None,None,None,12.274584,0.4935533
2100002,0.6354538,9.162001e-05,198.96852,10015.079726427794,10015.079729381949,9844.0,20.904732,0.55545706
2110004,0.6447385,9.158001e-05,204.71603,None,None,None,17.855629,0.5372206
2120000,0.6452313,9.1540016e-05,199.48708,10396.681849896908,10396.681784961373,9844.0,20.866507,0.5263895
2130004,0.6527324,9.150001e-05,202.94191,10027.395702958107,10027.395700991154,9844.0,13.0638,0.5127803
2140001,0.65369993,9.146002e-05,207.14806,10265.055980682373,10265.05595216155,9844.0,7.6434107,0.5074512
2150002,0.66034937,9.142002e-05,209.28568,10567.121047973633,10567.12098442018,9844.0,10.8895645,0.5002118
2160004,0.64032626,9.138001e-05,207.50555,None,None,None,28.1631,0.61665195
2170000,0.6606929,9.1340014e-05,208.02084,9587.015471220016,9587.015436895192,9844.0,10.441492,0.48207062
2180000,0.64252937,9.1300026e-05,204.38254,10485.176410518587,10485.17644496262,9844.0,21.944998,0.64363396
2190001,0.63377935,9.126002e-05,202.17538,10029.483983039856,10029.48405611515,9844.0,22.634058,0.53825676
2200001,0.6513587,9.122002e-05,212.22034,10068.018254756927,10068.01819294691,9844.0,11.484253,0.5182022
2210001,0.642623,9.1180016e-05,209.01662,None,None,None,16.190128,0.49877033
2220000,0.64811236,9.114001e-05,204.67491,9709.127678096294,9709.12764801085,9844.0,13.4750185,0.4848916
2230004,0.64567924,9.110002e-05,209.09473,10110.875256538391,10110.875253893435,9844.0,11.798811,0.46893105
2240001,0.65823203,9.1060014e-05,206.93317,10458.233384519815,10458.233360920101,9844.0,3.9797964,0.46355814
2250004,0.65605897,9.102001e-05,214.51326,None,None,None,15.616956,0.5052633
2260000,0.63035136,9.098001e-05,208.094,None,None,None,16.346258,0.5085704
2270000,0.6592179,9.0940026e-05,210.4067,10926.512150287628,10926.512159053236,9844.0,8.170489,0.47605023
2280000,0.6482165,9.090002e-05,211.52179,None,None,None,13.156253,0.50008166
2290002,0.65513957,9.086002e-05,212.14601,9964.859749913216,9964.859774116427,9844.0,6.500108,0.55005234
2300001,0.6512011,9.0820016e-05,211.37718,10552.535476207733,10552.535526141524,9844.0,21.523808,0.5386267
2310003,0.6535741,9.078002e-05,212.00641,8039.796320915222,8039.796345084906,7997.0,44.557915,0.46144986
2320003,0.64313823,9.074001e-05,206.73177,10557.000648498535,10557.000649496913,9844.0,21.637074,0.564721
2330000,0.66455954,9.0700014e-05,209.98935,10849.005214691162,10849.005246080458,9844.0,11.670092,0.45462704
2340000,0.6741336,9.066002e-05,212.53838,9945.671641349792,9945.671683453023,9844.0,18.540333,0.4976396
2350002,0.65383565,9.062002e-05,206.55421,2335.0261244773865,2335.0261374413967,2616.0,42.855366,0.4740014
2360000,0.6547651,9.058002e-05,203.88373,9811.09414935112,9811.094116780907,9844.0,26.169704,0.51285255
2370002,0.6624629,9.0540016e-05,206.93828,6520.252937152982,6520.252914417535,6788.0,50.854874,0.5231128
2380000,0.62304956,9.050001e-05,200.97243,4693.255735238393,4693.255702670664,5004.666666666667,88.65928,0.5244404
2390000,0.6208498,9.0460024e-05,201.6026,4265.679675042629,4265.6796731725335,4360.0,226.6785,0.5908759
2400002,0.6376575,9.042002e-05,203.32407,3341.541700273752,3341.541683115065,3243.75,99.582344,0.44058222
2410003,0.63793546,9.038001e-05,202.8487,1986.278893172741,1986.278874868527,2071.0,216.38017,0.5030862
2420004,0.6229869,9.034001e-05,205.89143,3043.145838856697,3043.1458214707673,2908.0,59.835327,0.43803376
2430002,0.47983924,9.030001e-05,192.30438,3933.592527627945,3933.5925264544785,4097.5,69.72662,0.47139907
2440002,0.6052893,9.0260015e-05,196.92307,3776.705530896783,3776.7055385112762,3810.25,77.11201,0.50708264
2450001,0.5713516,9.022001e-05,199.65742,3382.2902870178223,3382.2902847379446,3248.0,47.486744,0.43238044
2460000,0.6181081,9.018002e-05,202.96509,3446.2167781194053,3446.216785800954,3535.3333333333335,72.97139,0.49520254
2470002,0.32576776,9.014002e-05,161.63893,3082.528384178877,3082.528369087726,3810.0,209.608,0.56789744
2480001,0.55439097,9.010002e-05,179.2863,2983.6743138432503,2983.6743136048317,4113.5,126.22002,0.60790473
2490003,0.6127417,9.0060006e-05,167.6434,None,None,None,61.129257,0.71096295
2500000,0.55959,9.002002e-05,143.8232,None,None,None,88.120094,0.6089254
2510003,0.54711705,8.9980014e-05,137.30896,2803.4776303470135,2803.4776054248214,9844.0,141.24055,0.63355315
2520001,0.6247467,8.994001e-05,154.41357,4272.062378287315,4272.062419978281,9630.0,146.18138,0.7763809
2530003,0.706999,8.9900015e-05,181.7012,None,None,None,65.34302,0.66320866
2540002,0.45452943,8.986001e-05,132.72371,None,None,None,135.77287,0.5355602
2550001,0.51591676,8.982002e-05,120.77489,5883.88517203927,5883.885150166228,8678.0,82.646774,0.5812414
2560001,0.54155046,8.978002e-05,135.6985,2638.019312053919,2638.0193428769708,8662.5,41.85013,0.6228578
2570000,0.64911187,8.9740024e-05,173.93596,8535.023401111364,8535.023420520127,9844.0,17.847633,0.5457816
2580001,0.65756774,8.970003e-05,187.3343,3779.538601219654,3779.5385493934155,9844.0,29.55393,0.57636887
2590003,0.6518158,8.966002e-05,177.8737,None,None,None,13.87469,0.5357773
