Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1270000,0.7999639,0.0008735001,-2.0897667,0.14167866,0.00669832,1068.1443270295858,1068.1443275059573,1169.875
1280000,0.82685155,0.00087250007,-2.1461966,0.16478372,0.006783034,718.3520487248898,718.3520504417829,1184.75
1290000,0.84768116,0.0008715,-2.0522447,0.1640836,0.006902207,1273.5561754142536,1273.5561826882117,1208.2941176470588
1300000,0.8682361,0.0008705001,-2.0411122,0.1476045,0.007160943,1258.0370342731476,1258.037031175459,1192.5294117647059
1310000,0.8910934,0.00086950004,-2.1096134,0.15590523,0.007363063,926.3955014646053,926.3954969560727,1171.0
1320000,0.9153782,0.00086850015,-2.1776164,0.13705355,0.0065804743,641.3545536363827,641.3545567805277,1166.7058823529412
1330000,0.92557615,0.0008675001,-1.9594498,0.13010433,0.007123251,1544.3158659023397,1544.3158679950764,1176.7058823529412
1340000,0.93967956,0.0008665001,-1.8462089,0.030011527,0.0071401154,2195.4492963701487,2195.4493041341193,1237.125
1350000,0.95944446,0.0008655002,-1.826837,0.025731223,0.007255951,2450.0396801318443,2450.0396822637745,1329.4285714285713
1360000,0.94042647,0.0008645001,-1.8329746,0.01983794,0.0077352454,2517.0487233320873,2517.0487272073824,1343.6666666666667
1370000,0.9366137,0.0008635001,-1.8121545,0.008401632,0.0068537337,2568.3360053471156,2568.3360103794507,1353.642857142857
1380000,0.9465465,0.0008625001,-1.8367785,0.048585,0.0067472965,2668.5984315505393,2668.5984283490825,1401.8461538461538
1390000,0.9404326,0.0008615001,-1.8263617,0.024159107,0.0069040423,2629.3667204380035,2629.36672170407,1488.2142857142858
1400000,0.9441489,0.00086050015,-1.8192387,0.012994076,0.0074846516,2558.690446090698,2558.690446194013,1345.6
1410000,0.962123,0.00085950014,-1.8137715,0.016464874,0.0063640703,2655.172778947013,2655.1727835248626,1395.4285714285713
1420000,0.9664251,0.0008585001,-1.8063782,0.009878402,0.007683863,2647.9173251390457,2647.9173172659107,1392.4285714285713
1430000,0.96579725,0.00085750007,-1.8284266,0.022784138,0.0061772373,2685.325549653598,2685.3255473593517,1419.357142857143
1440000,0.9745777,0.00085650006,-1.8215241,0.024429714,0.0069098216,2852.8085661301247,2852.8085723473478,1523.4615384615386
1450000,0.97095495,0.00085550005,-1.8239852,0.022410803,0.0068967547,2836.1460255842944,2836.14602983571,1491.2307692307693
1460000,0.98272187,0.0008545002,-1.8194101,0.01793119,0.0067790127,2919.635989849384,2919.635992253629,1552.4615384615386
1470000,0.97866267,0.00085350015,-1.8076423,0.011114675,0.006915026,2833.0089541276297,2833.008963122964,1476.4166666666667
1480000,0.989633,0.00085250015,-1.816578,0.016954979,0.006468072,2824.216282946723,2824.2162857172743,1485.642857142857
1490000,0.9966291,0.00085150014,-1.823506,0.022596713,0.009674145,2861.9645236455476,2861.964509872863,1521.8461538461538
1500000,1.0022672,0.00085050013,-1.8243215,0.02255042,0.0065989173,3030.7383436759314,3030.7383334872625,1625.9166666666667
1510000,0.98849005,0.00084950007,-1.8193258,0.019456891,0.0058395285,3053.780886906844,3053.7808863325763,1611.923076923077
1520000,0.9861311,0.00084850006,-1.8290504,0.025232818,0.0071931607,3063.3118731542068,3063.3118636696177,1663.8181818181818
1530000,0.9930119,0.0008475001,-1.8426167,0.03520069,0.006147447,3218.647667841478,3218.6476772867823,1797.2727272727273
1540000,0.97983575,0.0008465001,-1.8095262,0.012638175,0.0069677583,3142.0034525791802,3142.0034507146725,1647.9166666666667
1550000,0.9791749,0.0008455001,-1.8212698,0.016443357,0.006456327,2900.803519945878,2900.8035226853995,1526.3846153846155
1560000,0.99055135,0.0008445001,-1.8158715,0.016258962,0.008504934,2934.3973355293274,2934.3973346824446,1555.5
1570000,1.0088402,0.0008435,-1.8143696,0.016888188,0.0069905384,3362.361346461556,3362.3613290515814,1777.8181818181818
1580000,0.99665254,0.0008425001,-1.8232883,0.023930766,0.0066313217,3125.4447898467383,3125.4447850653282,1668.8333333333333
1590000,0.9896915,0.00084150006,-1.8111832,0.020707622,0.006243494,3017.4777913093567,3017.477799597268,1579.3846153846155
1600000,0.9896918,0.00084050006,-1.8106562,0.01728756,0.006046216,2982.729466954867,2982.7294560695686,1570.5833333333333
1610000,0.98926765,0.00083950016,-1.8226676,0.02041058,0.0067393696,2913.8514407078424,2913.8514342208705,1566.5
1620000,0.98153293,0.0008385001,-1.8185158,0.021131743,0.0068797944,3077.7894229888916,3077.7894159498123,1634.923076923077
