Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.4189383,0.00029940062,-0.053997386,22.849975725015003,22.849975497772295,135.83333333333334
2000,1.4189383,0.0002982006,-0.006206421,18.094106895583018,18.094107062688895,151.42857142857142
3000,1.4189383,0.00029700057,-0.113198966,11.25735604763031,11.25735576237951,134.0
4000,1.4189383,0.00029580062,0.030525628,15.316744804382324,15.316745150834322,123.875
5000,1.4189383,0.0002946006,-0.046641544,19.176140921456472,19.17614063301257,137.85714285714286
6000,1.4189383,0.0002934006,-0.022962263,15.44117870926857,15.44117789529264,123.5
7000,1.4189383,0.00029220062,-0.0809361,18.398717522621155,18.398717233538626,193.2
8000,1.4189383,0.00029100062,-0.08167073,19.58735030889511,19.587350636720657,111.375
9000,1.4189383,0.0002898006,-0.09165199,15.283621019787258,15.283621029721367,117.77777777777777
10000,1.4189383,0.00028860063,-0.08283418,18.280309745243617,18.280308441392012,134.57142857142858
11000,1.4189383,0.00028740062,-0.0078744115,14.892631428582328,14.892631626554898,143.42857142857142
12000,1.4189383,0.00028620064,0.027746787,13.960943162441254,13.960944117046893,117.5
13000,1.4189383,0.00028500063,-0.014729986,14.826757439545222,14.826757486377444,136.0
14000,1.4189383,0.00028380062,-0.054468952,19.376283645629883,19.376282786329586,158.0
15000,1.4189383,0.00028260064,0.007632786,25.51602546657835,25.516024572508677,131.42857142857142
16000,1.4189383,0.00028140063,0.019198129,17.61582531929016,17.615825958549976,173.0
17000,1.4189383,0.00028020065,0.012473196,6.911540865898132,6.91153989546001,140.125
18000,1.4189383,0.0002790006,-0.014429208,21.446614384651184,21.446614286729268,125.71428571428571
19000,1.4189383,0.00027780063,-0.055854708,20.299339413642883,20.299339479766786,123.875
20000,1.4189383,0.00027660062,-0.017298685,13.054464181264242,13.054464606775177,118.33333333333333
21000,1.4189383,0.00027540064,-0.011821816,25.874314342226302,25.874313895191467,141.42857142857142
22000,1.4189383,0.00027420063,0.0004653362,39.719031763076785,39.71903135478497,169.2
23000,1.4189383,0.00027300062,-0.018454835,13.075861120224,13.07586049735546,194.2
24000,1.4189383,0.00027180064,0.04370782,24.824922740459442,24.82492264546454,138.25
25000,1.4189383,0.0002706006,-0.04931841,18.176272047890556,18.176271787948078,106.11111111111111
26000,1.4189383,0.00026940063,-0.05904679,11.48061490058899,11.480614500741163,140.83333333333334
27000,1.4189383,0.00026820065,-0.05068459,22.2960729939597,22.296072489448957,144.0
28000,1.4189383,0.0002670006,-0.054112054,7.399044241224017,7.399044908583164,139.71428571428572
29000,1.4189383,0.0002658006,-0.14121234,20.486278694868087,20.48627908602357,104.1
30000,1.4189383,0.00026460065,0.007163706,25.436082942145212,25.43608378299645,138.85714285714286
31000,1.4189383,0.0002634006,-0.057970002,5.382234859466553,5.382234632968903,175.2
32000,1.4189383,0.00026220066,-0.08493133,18.801811583340168,18.801811371929944,125.875
